Repo,Link,Archived,Creation Date,Topics,#Star,#Watch,#Fork,#Releases,#Contributors,Language,Size,#Open Issues,#Pull Requests,#Branches,#Tags,#Commits,#Comments,#Downloads,#Deployments
RootKit-Org/AI-Aimbot,https://github.com/RootKit-Org/AI-Aimbot,False,2022-01-09 03:29:32,"['machine-learning', 'aimbot', 'aimbotcsgo', 'video-game-ai', 'aimbot-valorant', 'aimbot-tarkov', 'ai-aimbot', 'ml-aimbot']",83,6,30,6,4,Python,29050,13,1,2,6,51,0,0,0
mila-iqia/giving,https://github.com/mila-iqia/giving,False,2021-08-26 15:25:51,[],9,3,3,0,2,Python,1076,0,0,3,22,133,0,0,0
WorkInTheDark/FairytaleQA_QAG_System,https://github.com/WorkInTheDark/FairytaleQA_QAG_System,False,2022-03-17 23:48:47,[],14,1,11,0,1,Python,7507,1,0,1,0,32,0,0,0
cpackingham/8bit-rnn,https://github.com/cpackingham/8bit-rnn,False,2018-04-11 18:31:48,[],6,2,0,0,1,Python,15,0,0,1,0,3,0,0,0
zhangbo2008/powerful_chinese_ASR,https://github.com/zhangbo2008/powerful_chinese_ASR,False,2021-08-04 09:29:23,[],5,1,3,0,0,Python,3654,2,0,1,0,3,0,0,0
harshitadd/DP-Carbon-Footprint,https://github.com/harshitadd/DP-Carbon-Footprint,False,2021-05-11 17:51:32,"['differential-privacy', 'carbon-emissions', 'carbon-footprint']",8,1,1,0,2,Jupyter Notebook,728,0,0,1,0,45,0,0,0
Ahmkel/Keras-Project-Template,https://github.com/Ahmkel/Keras-Project-Template,False,2018-04-09 20:15:34,[],804,31,192,0,4,Python,112,10,5,1,0,29,0,0,0
radionets-project/radionets,https://github.com/radionets-project/radionets,False,2019-08-29 07:57:09,"['pytorch', 'deep-learning', 'convolutional-neural-networks']",7,2,1,3,5,Python,98832,5,2,6,3,2279,1,0,0
khirotaka/enchanter,https://github.com/khirotaka/enchanter,False,2020-01-14 15:01:52,"['comet-ml', 'time-series', 'pytorch', 'neural-network']",7,3,0,37,4,Python,2880,13,3,21,43,874,0,0,67
Erlemar/wheat,https://github.com/Erlemar/wheat,False,2020-05-06 14:50:10,"['object-detection', 'deep-learning', 'pytorch', 'pytorch-lightning', 'hydra', 'kaggle-competition', 'torchvision']",76,2,11,0,2,Python,68,2,2,3,0,24,0,0,0
xyj77/MCF-3D-CNN,https://github.com/xyj77/MCF-3D-CNN,False,2018-04-24 12:30:14,"['3dcnn', 'fusion', 'keras', 'temporal-spatial', 'feature-learning', 'dce-mri', 'medical-images']",43,1,20,0,1,Python,2373,0,0,2,2,44,0,0,0
InfluenceFunctional/ActiveLearningPipeline,https://github.com/InfluenceFunctional/ActiveLearningPipeline,False,2021-02-24 19:17:10,[],5,3,5,0,4,Python,12403,2,0,12,0,476,0,0,0
clovaai/length-adaptive-transformer,https://github.com/clovaai/length-adaptive-transformer,False,2020-10-15 00:22:33,"['transformers', 'efficiency', 'evolutionary-search']",90,4,10,0,1,Python,43,0,0,1,0,3,0,0,0
omihub777/ViT-CIFAR,https://github.com/omihub777/ViT-CIFAR,False,2021-02-28 17:36:30,[],84,0,8,0,1,Python,239,1,0,1,0,29,0,0,0
huggingface/transformers,https://github.com/huggingface/transformers,False,2018-10-29 13:56:00,"['nlp', 'natural-language-processing', 'pytorch', 'language-model', 'tensorflow', 'bert', 'language-models', 'pytorch-transformers', 'nlp-library', 'transformer', 'model-hub', 'pretrained-models', 'jax', 'flax', 'seq2seq', 'speech-recognition', 'hacktoberfest', 'python', 'machine-learning', 'deep-learning']",73994,861,16856,105,438,Python,111028,570,153,137,113,11273,288,0,0
etzinis/two_step_mask_learning,https://github.com/etzinis/two_step_mask_learning,False,2019-09-12 22:32:28,[],58,6,15,0,1,Python,57942,2,0,1,0,148,0,0,0
adasegroup/NEUROML2021,https://github.com/adasegroup/NEUROML2021,False,2021-09-01 11:03:36,[],8,6,1,0,4,Jupyter Notebook,52119,0,0,3,0,22,0,0,0
MilindGaharwar/Medical_imaging_NYU,https://github.com/MilindGaharwar/Medical_imaging_NYU,False,2021-12-07 06:03:55,[],6,1,1,0,1,Python,1257,0,0,1,0,29,0,0,0
hanqi-qi/tokenUni,https://github.com/hanqi-qi/tokenUni,False,2021-06-12 14:08:38,[],7,1,0,0,1,Python,10933,1,0,1,0,41,0,0,0
dzlab/deepprojects,https://github.com/dzlab/deepprojects,False,2018-10-27 13:23:43,"['deep-learning', 'pytorch', 'keras', 'fastai']",34,2,8,0,1,Jupyter Notebook,68429,1,0,1,0,106,0,0,0
AntonioCarta/cannon,https://github.com/AntonioCarta/cannon,False,2020-11-05 14:30:31,[],6,1,0,0,1,Python,112,0,0,1,0,77,0,0,0
Avsecz/gin-train,https://github.com/Avsecz/gin-train,False,2018-11-21 13:04:11,[],5,6,3,0,3,Python,77,12,1,3,17,91,0,0,0
csebuetnlp/xl-sum,https://github.com/csebuetnlp/xl-sum,False,2021-06-26 07:13:14,"['abstractive-text-summarization', 'text-summarization', 'text-summarisation', 'abstractive-summarization', 'multilingual', 'multilinguality', 'multilingual-text-summarization', 'low-resource-languages', 'dataset', 'summarization-dataset', 'summarization-corpora', 'text-summarization-dataset', 'text-summarization-model', 'low-resource-summarization', 'low-resource-text-summarizarion', 'multilingual-summarization', 'machine-learning', 'deep-learning']",183,6,31,0,2,Python,5661,0,0,1,0,15,0,0,0
tianlu-wang/Identifying-and-Mitigating-Spurious-Correlations-for-Improving-Robustness-in-NLP-Models,https://github.com/tianlu-wang/Identifying-and-Mitigating-Spurious-Correlations-for-Improving-Robustness-in-NLP-Models,False,2022-05-03 08:55:08,[],9,1,0,0,1,Jupyter Notebook,91,0,0,1,0,6,0,0,0
NUSTM/GCDDA,https://github.com/NUSTM/GCDDA,False,2022-08-17 14:45:21,[],6,2,0,0,1,Python,7544,0,0,1,0,18,0,0,0
imirzadeh/CL-Gym,https://github.com/imirzadeh/CL-Gym,False,2021-04-20 03:56:11,[],30,3,3,1,1,Python,185,1,0,1,1,193,0,0,0
Am1n3e/active-learning-transformer,https://github.com/Am1n3e/active-learning-transformer,False,2021-10-03 10:55:31,"['transformer', 'active-learning', 'nlp', 'nlp-machine-learning', 'bert', 'bert-model']",9,1,2,0,1,Jupyter Notebook,3783,0,0,1,0,7,0,0,0
Beomi/exbert-transformers,https://github.com/Beomi/exbert-transformers,False,2021-06-10 04:51:29,"['exbert', 'transformers']",9,1,2,0,418,Python,53149,1,0,1,0,7318,0,0,0
dahiyaaneesh/peclr,https://github.com/dahiyaaneesh/peclr,False,2021-09-19 09:45:07,[],55,6,8,0,2,Python,25150,3,0,1,0,25,0,0,0
arpitbansal297/Meta-Balance,https://github.com/arpitbansal297/Meta-Balance,False,2021-06-15 16:50:42,[],20,2,1,0,1,Python,111,0,0,1,0,19,0,0,0
koustuvsinha/clutrr-baselines,https://github.com/koustuvsinha/clutrr-baselines,False,2019-01-02 16:57:44,[],8,2,3,0,1,Python,176,0,0,1,0,123,5,0,0
mila-iqia/training,https://github.com/mila-iqia/training,False,2019-04-08 03:16:22,[],8,16,7,0,2,Python,13240,11,8,8,1,83,0,0,0
devnkong/VQ-GNN,https://github.com/devnkong/VQ-GNN,False,2021-10-21 03:48:43,[],14,2,3,0,1,Python,42,0,0,1,0,3,0,0,0
Jungjee/ASVspoof_PA,https://github.com/Jungjee/ASVspoof_PA,False,2019-06-14 06:36:09,"['asvspoof', 'asvspoop2019', 'pytorch', 'dnn', 'end-to-end']",21,3,16,0,1,Python,48,2,0,1,0,24,0,0,0
intersun/LightningDOT,https://github.com/intersun/LightningDOT,False,2021-03-15 03:40:20,"['pytorch', 'transformers', 'vision-and-language', 'image-retrieval', 'naacl2021']",64,8,9,0,2,Python,444,6,0,1,0,7,0,0,0
redwoodresearch/mlab,https://github.com/redwoodresearch/mlab,False,2021-11-13 23:38:52,[],27,13,24,0,15,Jupyter Notebook,786179,6,4,104,0,500,0,0,0
mlpc-ucsd/BERT_Convolutions,https://github.com/mlpc-ucsd/BERT_Convolutions,False,2021-05-29 00:32:14,[],21,3,3,0,1,Python,200,0,0,1,0,5,0,0,0
Octavian-ai/mac-graph,https://github.com/Octavian-ai/mac-graph,False,2018-07-06 08:03:02,"['macnet', 'graph', 'ai', 'ml', 'machine-reasoning', 'tensorflow', 'clegr', 'population', 'pbt']",112,11,21,0,3,Python,825,0,0,1,0,816,4,0,0
shir994/L-GSO,https://github.com/shir994/L-GSO,False,2020-09-30 21:02:08,[],6,5,1,0,1,Python,13626,0,0,1,0,6,0,0,0
jannisborn/covid19_ultrasound,https://github.com/jannisborn/covid19_ultrasound,False,2020-03-28 13:03:04,"['covid-19', 'ultrasound', 'lung-ultrasound', 'machine-learning', 'covid19-dataset', 'deep-learning', 'computer-vision', 'pocus']",135,16,72,0,5,PHP,169487,0,0,1,1,37,11,0,0
onucharles/tensorized-rnn,https://github.com/onucharles/tensorized-rnn,False,2020-04-01 12:05:34,"['tensor-train', 'compression', 'deep-learning', 'speaker-verification', 'rnn', 'lstm', 'gru']",16,2,7,0,2,Python,5355,2,0,4,0,100,0,0,0
thevasudevgupta/transformers-adapters,https://github.com/thevasudevgupta/transformers-adapters,False,2021-03-20 12:18:03,"['pretrained-models', 'transformers', 'huggingface', 'indian-languages', 'translation-task', 'adapters']",9,2,3,0,1,Python,3023,1,0,1,0,9,0,0,0
