Repo,Error
mohammad92/android_kernel_samsung_r8q,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/mohammad92/android_kernel_samsung_r8q (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB43C70>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
realme-kernel-opensource/realme-GTmaster_Q3s_9-5G-Speed-AndroidR-kernel-source,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/realme-kernel-opensource/realme-GTmaster_Q3s_9-5G-Speed-AndroidR-kernel-source (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB42350>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
HuyaInc/obsstudio,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/HuyaInc/obsstudio (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB41900>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
oppo-source/android_kernel_oppo_sm8350,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/oppo-source/android_kernel_oppo_sm8350 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB42CB0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
LineageOS/android_kernel_xiaomi_sm6150,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/LineageOS/android_kernel_xiaomi_sm6150 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB430A0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
Rtoax/linux-5.10.13,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/Rtoax/linux-5.10.13 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB420B0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
lineage-rpi/android_kernel_brcm_rpi,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/lineage-rpi/android_kernel_brcm_rpi (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB40E50>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
at-wills/aiml-chinese,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/at-wills/aiml-chinese (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB42560>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
AliothDevelopment/android_kernel_xiaomi_alioth,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/AliothDevelopment/android_kernel_xiaomi_alioth (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB401C0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
stormbreaker-project/kernel_xiaomi_surya,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/stormbreaker-project/kernel_xiaomi_surya (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB43B80>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
EricOakford/SCI-Decompilation-Archive,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/EricOakford/SCI-Decompilation-Archive (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB40190>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
ideamark/roby-chatbot,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/ideamark/roby-chatbot (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB43C70>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
Kingzhoudk/JLing,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/Kingzhoudk/JLing (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB42350>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
EmanuelCN/kernel_xiaomi_sm8250,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/EmanuelCN/kernel_xiaomi_sm8250 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB41900>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
pulp/pulp-ui,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/pulp/pulp-ui (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB42CB0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
miaogecm/FlatFS,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/miaogecm/FlatFS (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB430A0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
freak07/Kirisakura_OP7Pro_A11,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/freak07/Kirisakura_OP7Pro_A11 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB420B0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
NitinPrakash/slim-admin-panel,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/NitinPrakash/slim-admin-panel (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB40E50>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
pysmo/aimbat,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/pysmo/aimbat (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB42560>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
juiceRv/kernel_juicevm_port,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/juiceRv/kernel_juicevm_port (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB401C0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
jprodrigues70/github-extractor,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/jprodrigues70/github-extractor (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB43B80>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
Broadcom/cygnus-linux,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/Broadcom/cygnus-linux (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB40190>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
multipath-tcp/mptcp,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/multipath-tcp/mptcp (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB43C70>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
robinscholz/better-rest,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/robinscholz/better-rest (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB42350>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
apromore/ApromoreCore,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/apromore/ApromoreCore (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB41900>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
codershiyar/php-mysql,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/codershiyar/php-mysql (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB42CB0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
autonomousvision/neat,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/autonomousvision/neat (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB430A0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
bgoonz/UsefulResourceRepo2.0,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/bgoonz/UsefulResourceRepo2.0 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB420B0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
stakach/crystal-kernel,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/stakach/crystal-kernel (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB40E50>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
aimhubio/aimrocks,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/aimhubio/aimrocks (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB42560>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
Official-Ayrton990/android_kernel_xiaomi_renoir,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/Official-Ayrton990/android_kernel_xiaomi_renoir (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB401C0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
KhoomeiK/MindMapResearch,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/KhoomeiK/MindMapResearch (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB43B80>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
gitpancake/OpenRCT2,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/gitpancake/OpenRCT2 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB40190>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
89anderson/Bikcraft,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/89anderson/Bikcraft (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB43C70>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
arter97/android_kernel_oneplus_sm8350,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/arter97/android_kernel_oneplus_sm8350 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB42350>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
cdwfs/pyaiml,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/cdwfs/pyaiml (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB41900>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
flar2/OnePlus8,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/flar2/OnePlus8 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB42CB0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
combo-tw/LinuxBookClub,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/combo-tw/LinuxBookClub (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB430A0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
php-kchat/kchat,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/php-kchat/kchat (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB420B0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
coatandhat/aimc,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/coatandhat/aimc (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB40E50>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
bytedance/phoenix-kernel,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/bytedance/phoenix-kernel (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB42560>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
hobson/coursera,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/hobson/coursera (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB401C0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
GNOME/gnome-packagekit,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/GNOME/gnome-packagekit (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB43B80>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
realme-kernel-opensource/realmeX2-kernel-source,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/realme-kernel-opensource/realmeX2-kernel-source (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB40190>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
nem0-z/android_kernel_oneplus_sm8150,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/nem0-z/android_kernel_oneplus_sm8150 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB43C70>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
MerseniBilel/FoodZone,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/MerseniBilel/FoodZone (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB42350>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
quhfus/DoSeR,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/quhfus/DoSeR (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB41900>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
smallpotato000/linux-phytium,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/smallpotato000/linux-phytium (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB42CB0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
neurospin/highres-cortex,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/neurospin/highres-cortex (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB430A0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
Caesar-s1mple/csgo-yolov5-6.2,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/Caesar-s1mple/csgo-yolov5-6.2 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB420B0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
BPI-SINOVOIP/BPI-R2-bsp-4.14,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/BPI-SINOVOIP/BPI-R2-bsp-4.14 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB40E50>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
mariavila/FIB-IA,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/mariavila/FIB-IA (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB42560>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
jamesofarrell/miyoo_kernel,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/jamesofarrell/miyoo_kernel (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB401C0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
cyberknight777/dragonheart_kernel_oneplus_sm8150,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/cyberknight777/dragonheart_kernel_oneplus_sm8150 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB43B80>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
Laulan56/android_kernel_xiaomi_sm8250,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/Laulan56/android_kernel_xiaomi_sm8250 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB40190>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
ian-ok/ventry.host,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/ian-ok/ventry.host (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB43C70>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
realme-kernel-opensource/realme_GTneo2-X50pro-GTMasterExploratory-AndroidS-kernel-source,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/realme-kernel-opensource/realme_GTneo2-X50pro-GTMasterExploratory-AndroidS-kernel-source (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB42350>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
redhat-cop/poolboy,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/redhat-cop/poolboy (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB41900>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
Didula-Lakminda/ITP-Project,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/Didula-Lakminda/ITP-Project (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB42CB0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
cschaufler/lsm-stacking,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/cschaufler/lsm-stacking (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB430A0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
TimothyEBaldwin/RISC_OS_Linux_Source,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/TimothyEBaldwin/RISC_OS_Linux_Source (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB420B0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
WaSQL/php,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/WaSQL/php (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB40E50>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
usma-eecs/cs486,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/usma-eecs/cs486 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB42560>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
lizhipay/acg-faka,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/lizhipay/acg-faka (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB401C0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
esmf-org/esmf,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/esmf-org/esmf (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB43B80>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
mahajant99/kernel_xiaomi_surya,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/mahajant99/kernel_xiaomi_surya (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB40190>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
neologyc/SEO-robot-v.2,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/neologyc/SEO-robot-v.2 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB43C70>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
cnabio/cnab-go,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/cnabio/cnab-go (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB42350>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
Caynosadler/Virtual-Assistant,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/Caynosadler/Virtual-Assistant (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB41900>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
Svirusx/Nethunter-Kernel-S20_FE_5G,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/Svirusx/Nethunter-Kernel-S20_FE_5G (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB42CB0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
divblox/divblox,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/divblox/divblox (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB430A0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
espressif/esp-rainmaker-android,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/espressif/esp-rainmaker-android (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB420B0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
rssys/on-demand-fork,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/rssys/on-demand-fork (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB40E50>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
IntrAnatSEEGSoftware/IntrAnat,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/IntrAnatSEEGSoftware/IntrAnat (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB42560>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
occlum/sworndisk-oscomp,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/occlum/sworndisk-oscomp (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB401C0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
catalyst/moodle-MDL-70329,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/catalyst/moodle-MDL-70329 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB43B80>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
tumi8/flow-inspector,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/tumi8/flow-inspector (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB40190>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
commixproject/commix,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/commixproject/commix (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB43C70>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
himanshug/aima-scala,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/himanshug/aima-scala (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB42350>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
corpnewt/CorpBot.py,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/corpnewt/CorpBot.py (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB41900>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
PacktPublishing/Automate-it,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/PacktPublishing/Automate-it (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB42CB0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
pixelc-linux/linux,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/pixelc-linux/linux (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB430A0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
gregkh/linux,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/gregkh/linux (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB420B0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
JerryRain/rosexplore_ws,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/JerryRain/rosexplore_ws (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB40E50>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
sonyxperiadev/kernel,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/sonyxperiadev/kernel (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB42560>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
cdgco/VestaWebInterface,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/cdgco/VestaWebInterface (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB401C0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
TribalSystems/Zenario,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/TribalSystems/Zenario (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB43B80>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
pyxploiter/customer-service-chatbot,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/pyxploiter/customer-service-chatbot (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB40190>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
haridhayal11/android_kernel_samsung_exynos2100,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/haridhayal11/android_kernel_samsung_exynos2100 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB43C70>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
cartesi/rollups,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/cartesi/rollups (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB42350>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
celtare21/kernel_google_coral,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/celtare21/kernel_google_coral (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB41900>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
OpenRCT2/Localisation,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/OpenRCT2/Localisation (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB42CB0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
vtess/LeapIO,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/vtess/LeapIO (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB430A0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
